Content Description	ScOT ID	ScOT Label
AC9LF4U02	3274	Grammar
AC9LF4U02	6407	French language
AC9LF4U02	7442	Vocabularies
AC9LF4U02	9310	Language conventions
AC9LF4U03	13037	Register (Language)
AC9LF4U03	15565	Cognates
AC9LF4U03	3274	Grammar
AC9LF4U03	6407	French language
AC9LF4U03	9366	Metalanguage
AC9LF4U04	16879	French peoples
AC9LF4U04	278	Cultural identity
AC9LF4U04	362	Personal identity
AC9LF4U04	4611	Cultural interaction
AC9LF4U04	6407	French language
AC9LF6C01	1404	Attitudes
AC9LF6C01	362	Personal identity
AC9LF6C01	6407	French language
AC9LF6C01	8615	Questions (Sentences)
AC9LF6C01	987	Social relations
AC9LF6C02	11516	Classroom activities
AC9LF6C02	3017	Planning
AC9LF6C02	3975	Cooperation
AC9LF6C02	4278	Negotiation
AC9LF6C02	6407	French language
AC9LF6C03	1656	Data representation
AC9LF6C03	16928	Evaluating texts
AC9LF6C03	5991	Texts
AC9LF6C03	7988	Multimodal texts
AC9LF6C03	4138	Prospectuses
AC9LF6C04	14151	Translation (Language)
AC9LF6C04	4103	Nonverbal communication
AC9LF6C04	4370	Cultural contexts
AC9LF6C04	4611	Cultural interaction
AC9LF6C04	6407	French language
AC9LF6C05	15065	Language modes
AC9LF6C05	15555	Bilingual texts
AC9LF6C05	4161	Creating texts
AC9LF6C05	5991	Texts
AC9LF6C05	6407	French language
AC9LF6U01	6407	French language
AC9LF6U01	7200	Intonation
AC9LF6U01	7447	Modern Latin alphabet
AC9LF6U01	8932	Stress (Speech)
AC9LF6U01	9310	Language conventions
AC9LF6U01	9347	Accents (Speech)
AC9LF6U02	13010	Tense (Grammar)
AC9LF6U02	3274	Grammar
AC9LF6U02	3467	Text structure
AC9LF6U02	6407	French language
AC9LF6U02	7442	Vocabularies
AC9LF6U03	13037	Register (Language)
AC9LF6U03	15565	Cognates
AC9LF6U03	3274	Grammar
AC9LF6U03	6407	French language
AC9LF6U03	9366	Metalanguage
AC9LF6U04	16879	French peoples
AC9LF6U04	1962	Cultural awareness
AC9LF6U04	278	Cultural identity
AC9LF6U04	4611	Cultural interaction
AC9LF6U04	6407	French language
AC9LF8C01	1404	Attitudes
AC9LF8C01	362	Personal identity
AC9LF8C01	6407	French language
AC9LF8C01	8615	Questions (Sentences)
AC9LF8C01	987	Social relations
AC9LF8C02	3017	Planning
AC9LF8C02	3975	Cooperation
AC9LF8C02	4278	Negotiation
AC9LF8C02	4279	Problem solving
AC9LF8C02	6407	French language
AC9LF8C03	1656	Data representation
AC9LF8C03	16928	Evaluating texts
AC9LF8C03	4370	Cultural contexts
AC9LF8C03	6407	French language
AC9LF8C03	7988	Multimodal texts
AC9LF8C04	14151	Translation (Language)
AC9LF8C04	4103	Nonverbal communication
AC9LF8C04	4611	Cultural interaction
AC9LF8C04	6407	French language
AC9LF8C05	15065	Language modes
AC9LF8C05	15555	Bilingual texts
AC9LF8C05	3274	Grammar
AC9LF8C05	4161	Creating texts
AC9LF8C05	5991	Texts
AC9LF8C05	6407	French language
AC9LF8EC01	1404	Attitudes
AC9LF8EC01	362	Personal identity
AC9LF8EC01	4103	Nonverbal communication
AC9LF8EC01	6407	French language
AC9LF8EC01	987	Social relations
AC9LF8EC02	11516	Classroom activities
AC9LF8EC02	6407	French language
AC9LF8EC02	6701	Greetings
AC9LF8EC02	7136	Instructions
AC9LF8EC02	987	Social relations
AC9LF8EC03	11516	Classroom activities
AC9LF8EC03	3017	Planning
AC9LF8EC03	3975	Cooperation
AC9LF8EC03	554	Role-playing
AC9LF8EC03	6407	French language
AC9LF8EC04	1656	Data representation
AC9LF8EC04	16928	Evaluating texts
AC9LF8EC04	4370	Cultural contexts
AC9LF8EC04	5991	Texts
AC9LF8EC04	6407	French language
AC9LF8EC05	14151	Translation (Language)
AC9LF8EC05	4370	Cultural contexts
AC9LF8EC05	4586	Critical thinking
AC9LF8EC05	4611	Cultural interaction
AC9LF8EC05	6407	French language
AC9LF8EC06	15065	Language modes
AC9LF8EC06	3274	Grammar
AC9LF8EC06	3467	Text structure
AC9LF8EC06	4161	Creating texts
AC9LF8EC06	5991	Texts
AC9LF8EC06	6407	French language
AC9LF8EU01	15085	Speech sounds
AC9LF8EU01	6407	French language
AC9LF8EU01	7200	Intonation
AC9LF8EU01	7251	Katakana
AC9LF8EU01	8932	Stress (Speech)
AC9LF8EU02	3274	Grammar
AC9LF8EU02	4158	Sentences (Grammar)
AC9LF8EU02	6407	French language
AC9LF8EU02	6666	Inflection (Grammar)
AC9LF8EU02	7447	Modern Latin alphabet
AC9LF8EU02	9310	Language conventions
AC9LF8EU03	13037	Register (Language)
AC9LF8EU03	13075	Loanwords
AC9LF8EU03	15097	Language usage
AC9LF8EU03	3274	Grammar
AC9LF8EU03	6407	French language
AC9LF8EU03	9366	Metalanguage
AC9LF8EU04	278	Cultural identity
AC9LF8EU04	362	Personal identity
AC9LF8EU04	4611	Cultural interaction
AC9LF8EU04	4661	Cultural diversity
AC9LF8EU04	6407	French language
AC9LF8U01	15085	Speech sounds
AC9LF8U01	7200	Intonation
AC9LF8U01	7250	Japanese language
AC9LF8U01	8932	Stress (Speech)
AC9LF8U01	9351	Accents (Diacritics)
AC9LF8U02	16652	Compound past tense
AC9LF8U02	16660	Reflexive verbs
AC9LF8U02	3274	Grammar
AC9LF8U02	6407	French language
AC9LF8U02	7250	Japanese language
AC9LF8U02	7955	Mood (Verbs)
AC9LF8U03	13037	Register (Language)
AC9LF8U03	13075	Loanwords
AC9LF8U03	15565	Cognates
AC9LF8U03	3274	Grammar
AC9LF8U03	6407	French language
AC9LF8U03	9366	Metalanguage
AC9LF8U04	16879	French peoples
AC9LF8U04	362	Personal identity
AC9LF8U04	4611	Cultural interaction
AC9LF8U04	4661	Cultural diversity
AC9LF8U04	6407	French language
AC9LFF01	1121	Play (Recreation)
AC9LFF01	362	Personal identity
AC9LFF01	6407	French language
AC9LFF01	6701	Greetings
AC9LFF01	987	Social relations
AC9LFF02	10037	Educational games
AC9LFF02	6407	French language
AC9LFF02	7447	Modern Latin alphabet
AC9LFF02	9310	Language conventions
AC9LFF02	9351	Accents (Diacritics)
AC9LFF03	16879	French peoples
AC9LFF03	1962	Cultural awareness
AC9LFF03	278	Cultural identity
AC9LFF03	4611	Cultural interaction
AC9LFF03	6407	French language
AC9LIT10C01	13037	Register (Language)
AC9LIT10C01	1404	Attitudes
AC9LIT10C01	362	Personal identity
AC9LIT10C01	7243	Italian language
AC9LIT10C01	987	Social relations
AC9LIT10C02	1404	Attitudes
AC9LIT10C02	3017	Planning
AC9LIT10C02	4278	Negotiation
AC9LIT10C02	4279	Problem solving
AC9LIT10C02	7243	Italian language
AC9LIT10C03	13856	Text purpose
AC9LIT10C03	1656	Data representation
AC9LIT10C03	16928	Evaluating texts
AC9LIT10C03	5991	Texts
AC9LIT10C03	7243	Italian language
AC9LIT10C04	14151	Translation (Language)
AC9LIT10C04	4103	Nonverbal communication
AC9LIT10C04	4370	Cultural contexts
AC9LIT10C04	4611	Cultural interaction
AC9LIT10C04	7243	Italian language
AC9LIT10C05	1023	Literary devices
AC9LIT10C05	13856	Text purpose
AC9LIT10C05	3274	Grammar
AC9LIT10C05	4161	Creating texts
AC9LIT10C05	7243	Italian language
AC9LIT10C05	7246	Japanese script
AC9LIT10EC01	1404	Attitudes
AC9LIT10EC01	15358	Interjections
AC9LIT10EC01	362	Personal identity
AC9LIT10EC01	7243	Italian language
AC9LIT10EC01	987	Social relations
AC9LIT10EC02	1404	Attitudes
AC9LIT10EC02	4412	Discussions (Texts)
AC9LIT10EC02	4586	Critical thinking
AC9LIT10EC02	7243	Italian language
AC9LIT10EC02	8615	Questions (Sentences)
AC9LIT10EC03	1404	Attitudes
AC9LIT10EC03	3017	Planning
AC9LIT10EC03	4278	Negotiation
AC9LIT10EC03	4279	Problem solving
AC9LIT10EC03	7243	Italian language
AC9LIT10EC04	1656	Data representation
AC9LIT10EC04	16928	Evaluating texts
AC9LIT10EC04	4370	Cultural contexts
AC9LIT10EC04	5991	Texts
AC9LIT10EC04	7243	Italian language
AC9LIT10EC05	14151	Translation (Language)
AC9LIT10EC05	4103	Nonverbal communication
AC9LIT10EC05	4370	Cultural contexts
AC9LIT10EC05	4611	Cultural interaction
AC9LIT10EC05	7243	Italian language
AC9LIT10EC06	1023	Literary devices
AC9LIT10EC06	13856	Text purpose
AC9LIT10EC06	3274	Grammar
AC9LIT10EC06	4161	Creating texts
AC9LIT10EC06	5991	Texts
AC9LIT10EC06	7243	Italian language
AC9LIT10EU01	15085	Speech sounds
AC9LIT10EU01	7200	Intonation
AC9LIT10EU01	7243	Italian language
AC9LIT10EU01	7251	Katakana
AC9LIT10EU01	8932	Stress (Speech)
AC9LIT10EU02	13055	Demonstratives
AC9LIT10EU02	13379	Irregular verbs
AC9LIT10EU02	15371	Possession (Grammar)
AC9LIT10EU02	16660	Reflexive verbs
AC9LIT10EU02	3274	Grammar
AC9LIT10EU02	7243	Italian language
AC9LIT10EU03	13075	Loanwords
AC9LIT10EU03	15065	Language modes
AC9LIT10EU03	15097	Language usage
AC9LIT10EU03	7243	Italian language
AC9LIT10EU03	9366	Metalanguage
AC9LIT10EU04	16883	Italian peoples
AC9LIT10EU04	278	Cultural identity
AC9LIT10EU04	362	Personal identity
AC9LIT10EU04	4611	Cultural interaction
AC9LIT10U01	1161	Spoken texts
AC9LIT10U01	15085	Speech sounds
AC9LIT10U01	7243	Italian language
AC9LIT10U01	7251	Katakana
AC9LIT10U01	8932	Stress (Speech)
AC9LIT10U02	15085	Speech sounds
AC9LIT10U02	15340	Conditionality (Grammar)
AC9LIT10U02	15567	Subjunctive mood
AC9LIT10U02	3274	Grammar
AC9LIT10U02	7243	Italian language
AC9LIT10U02	9310	Language conventions
AC9LIT10U03	13075	Loanwords
AC9LIT10U03	15065	Language modes
AC9LIT10U03	15097	Language usage
AC9LIT10U03	6407	French language
AC9LIT10U03	9366	Metalanguage
AC9LIT10U04	16883	Italian peoples
AC9LIT10U04	278	Cultural identity
AC9LIT10U04	362	Personal identity
AC9LIT10U04	4611	Cultural interaction
AC9LIT10U04	6407	French language
AC9LIT2C01	362	Personal identity
AC9LIT2C01	6701	Greetings
AC9LIT2C01	7136	Instructions
AC9LIT2C01	7243	Italian language
AC9LIT2C01	987	Social relations
AC9LIT2C02	10037	Educational games
AC9LIT2C02	3975	Cooperation
AC9LIT2C02	550	Gestures
AC9LIT2C02	574	Action songs
AC9LIT2C02	7243	Italian language
AC9LIT2C03	16928	Evaluating texts
AC9LIT2C03	4138	Prospectuses
AC9LIT2C03	550	Gestures
AC9LIT2C03	5991	Texts
AC9LIT2C03	7243	Italian language
AC9LIT2C04	14151	Translation (Language)
AC9LIT2C04	4370	Cultural contexts
AC9LIT2C04	4611	Cultural interaction
AC9LIT2C04	6701	Greetings
AC9LIT2C04	7243	Italian language
AC9LIT2C05	15555	Bilingual texts
AC9LIT2C05	4161	Creating texts
AC9LIT2C05	5991	Texts
AC9LIT2C05	7243	Italian language
AC9LIT2C05	7447	Modern Latin alphabet
AC9LIT2C05	9310	Language conventions
AC9LIT2U01	15085	Speech sounds
AC9LIT2U01	7200	Intonation
AC9LIT2U01	7243	Italian language
AC9LIT2U01	7447	Modern Latin alphabet
AC9LIT2U01	9310	Language conventions
AC9LIT2U01	9347	Accents (Speech)
AC9LIT2U02	13009	Gender (Grammar)
AC9LIT2U02	3274	Grammar
AC9LIT2U02	649	Adjectives
AC9LIT2U02	7243	Italian language
AC9LIT2U02	7447	Modern Latin alphabet
AC9LIT2U02	9310	Language conventions
AC9LIT2U03	13075	Loanwords
AC9LIT2U03	3274	Grammar
AC9LIT2U03	7243	Italian language
AC9LIT2U03	9310	Language conventions
AC9LIT2U03	9366	Metalanguage
AC9LIT2U04	16883	Italian peoples
AC9LIT2U04	1962	Cultural awareness
AC9LIT2U04	278	Cultural identity
AC9LIT2U04	4611	Cultural interaction
AC9LIT4C01	1404	Attitudes
AC9LIT4C01	362	Personal identity
AC9LIT4C01	7243	Italian language
AC9LIT4C01	8615	Questions (Sentences)
AC9LIT4C01	987	Social relations
AC9LIT4C02	10037	Educational games
AC9LIT4C02	11516	Classroom activities
AC9LIT4C02	3017	Planning
AC9LIT4C02	3975	Cooperation
AC9LIT4C02	7243	Italian language
AC9LIT4C03	1656	Data representation
AC9LIT4C03	16928	Evaluating texts
AC9LIT4C03	4138	Prospectuses
AC9LIT4C03	5991	Texts
AC9LIT4C03	7243	Italian language
AC9LIT4C04	14151	Translation (Language)
AC9LIT4C04	16883	Italian peoples
AC9LIT4C04	4370	Cultural contexts
AC9LIT4C04	4611	Cultural interaction
AC9LIT4C04	7243	Italian language
AC9LIT4C05	15555	Bilingual texts
AC9LIT4C05	4161	Creating texts
AC9LIT4C05	5991	Texts
AC9LIT4C05	7243	Italian language
AC9LIT4C05	7447	Modern Latin alphabet
AC9LIT4C05	9310	Language conventions
AC9LIT4U01	15085	Speech sounds
AC9LIT4U01	7200	Intonation
AC9LIT4U01	7243	Italian language
AC9LIT4U01	7246	Japanese script
AC9LIT4U01	9350	Pronunciation
AC9LIT4U02	13000	Articles (Grammar)
AC9LIT4U02	13112	Possessive pronouns
AC9LIT4U02	3274	Grammar
AC9LIT4U02	7243	Italian language
AC9LIT4U02	8536	Prepositions
AC9LIT4U03	13037	Register (Language)
AC9LIT4U03	3274	Grammar
AC9LIT4U03	7243	Italian language
AC9LIT4U03	9310	Language conventions
AC9LIT4U03	9366	Metalanguage
AC9LIT4U04	16883	Italian peoples
AC9LIT4U04	278	Cultural identity
AC9LIT4U04	362	Personal identity
AC9LIT4U04	4611	Cultural interaction
AC9LIT4U04	7243	Italian language
AC9LIT6C01	1404	Attitudes
AC9LIT6C01	362	Personal identity
AC9LIT6C01	7243	Italian language
AC9LIT6C01	8615	Questions (Sentences)
AC9LIT6C01	987	Social relations
AC9LIT6C02	11516	Classroom activities
AC9LIT6C02	3017	Planning
AC9LIT6C02	3975	Cooperation
AC9LIT6C02	4278	Negotiation
AC9LIT6C02	7243	Italian language
AC9LIT6C03	1656	Data representation
AC9LIT6C03	16928	Evaluating texts
AC9LIT6C03	5991	Texts
AC9LIT6C03	7988	Multimodal texts
AC9LIT6C03	4138	Prospectuses
AC9LIT6C04	14151	Translation (Language)
AC9LIT6C04	4103	Nonverbal communication
AC9LIT6C04	4370	Cultural contexts
AC9LIT6C04	4611	Cultural interaction
AC9LIT6C04	7243	Italian language
AC9LIT6C05	15555	Bilingual texts
AC9LIT6C05	4161	Creating texts
AC9LIT6C05	5991	Texts
AC9LIT6C05	7243	Italian language
AC9LIT6C05	7447	Modern Latin alphabet
AC9LIT6C05	9310	Language conventions
AC9LIT6U01	1161	Spoken texts
AC9LIT6U01	15085	Speech sounds
AC9LIT6U01	7200	Intonation
AC9LIT6U01	7243	Italian language
AC9LIT6U01	7447	Modern Latin alphabet
AC9LIT6U01	9310	Language conventions
AC9LIT6U02	13010	Tense (Grammar)
AC9LIT6U02	16660	Reflexive verbs
AC9LIT6U02	16669	Grammatical agreement
AC9LIT6U02	3274	Grammar
AC9LIT6U02	7243	Italian language
AC9LIT6U03	13037	Register (Language)
AC9LIT6U03	15565	Cognates
AC9LIT6U03	3274	Grammar
AC9LIT6U03	7243	Italian language
AC9LIT6U03	9366	Metalanguage
AC9LIT6U04	16883	Italian peoples
AC9LIT6U04	1962	Cultural awareness
AC9LIT6U04	278	Cultural identity
AC9LIT6U04	4611	Cultural interaction
AC9LIT6U04	7243	Italian language
AC9LIT8C01	1404	Attitudes
AC9LIT8C01	362	Personal identity
AC9LIT8C01	7243	Italian language
AC9LIT8C01	8615	Questions (Sentences)
AC9LIT8C01	987	Social relations
AC9LIT8C02	3017	Planning
AC9LIT8C02	3975	Cooperation
AC9LIT8C02	4278	Negotiation
AC9LIT8C02	4279	Problem solving
AC9LIT8C02	7243	Italian language
AC9LIT8C03	1656	Data representation
AC9LIT8C03	16928	Evaluating texts
AC9LIT8C03	4370	Cultural contexts
AC9LIT8C03	7243	Italian language
AC9LIT8C03	7988	Multimodal texts
AC9LIT8C04	14151	Translation (Language)
AC9LIT8C04	4103	Nonverbal communication
AC9LIT8C04	4611	Cultural interaction
AC9LIT8C04	7243	Italian language
AC9LIT8C05	15065	Language modes
AC9LIT8C05	3274	Grammar
AC9LIT8C05	4161	Creating texts
AC9LIT8C05	7243	Italian language
AC9LIT8C05	7248	Kanji
AC9LIT8C05	7442	Vocabularies
AC9LIT8EC01	1404	Attitudes
AC9LIT8EC01	362	Personal identity
AC9LIT8EC01	4103	Nonverbal communication
AC9LIT8EC01	7243	Italian language
AC9LIT8EC01	987	Social relations
AC9LIT8EC02	11516	Classroom activities
AC9LIT8EC02	6701	Greetings
AC9LIT8EC02	7136	Instructions
AC9LIT8EC02	7243	Italian language
AC9LIT8EC02	987	Social relations
AC9LIT8EC03	11516	Classroom activities
AC9LIT8EC03	3017	Planning
AC9LIT8EC03	3975	Cooperation
AC9LIT8EC03	554	Role-playing
AC9LIT8EC03	7243	Italian language
AC9LIT8EC04	1656	Data representation
AC9LIT8EC04	16928	Evaluating texts
AC9LIT8EC04	4370	Cultural contexts
AC9LIT8EC04	5991	Texts
AC9LIT8EC04	7243	Italian language
AC9LIT8EC05	14151	Translation (Language)
AC9LIT8EC05	4370	Cultural contexts
AC9LIT8EC05	4586	Critical thinking
AC9LIT8EC05	4611	Cultural interaction
AC9LIT8EC05	7243	Italian language
AC9LIT8EC06	15065	Language modes
AC9LIT8EC06	3274	Grammar
AC9LIT8EC06	4161	Creating texts
AC9LIT8EC06	5991	Texts
AC9LIT8EC06	7243	Italian language
AC9LIT8EC06	7442	Vocabularies
AC9LIT8EU01	15085	Speech sounds
AC9LIT8EU01	7200	Intonation
AC9LIT8EU01	7243	Italian language
AC9LIT8EU01	7251	Katakana
AC9LIT8EU01	8932	Stress (Speech)
AC9LIT8EU02	13000	Articles (Grammar)
AC9LIT8EU02	13009	Gender (Grammar)
AC9LIT8EU02	13010	Tense (Grammar)
AC9LIT8EU02	16669	Grammatical agreement
AC9LIT8EU02	3274	Grammar
AC9LIT8EU02	7243	Italian language
AC9LIT8EU03	13037	Register (Language)
AC9LIT8EU03	15097	Language usage
AC9LIT8EU03	15565	Cognates
AC9LIT8EU03	3274	Grammar
AC9LIT8EU03	7243	Italian language
AC9LIT8EU03	9366	Metalanguage
AC9LIT8EU04	278	Cultural identity
AC9LIT8EU04	362	Personal identity
AC9LIT8EU04	4611	Cultural interaction
AC9LIT8EU04	4661	Cultural diversity
AC9LIT8EU04	7243	Italian language
AC9LIT8U01	15085	Speech sounds
AC9LIT8U01	7200	Intonation
AC9LIT8U01	7243	Italian language
AC9LIT8U01	7251	Katakana
AC9LIT8U01	8932	Stress (Speech)
AC9LIT8U02	13009	Gender (Grammar)
AC9LIT8U02	13379	Irregular verbs
AC9LIT8U02	15334	Modal verbs
AC9LIT8U02	16660	Reflexive verbs
AC9LIT8U02	3274	Grammar
AC9LIT8U02	7243	Italian language
AC9LIT8U03	13037	Register (Language)
AC9LIT8U03	15097	Language usage
AC9LIT8U03	15565	Cognates
AC9LIT8U03	3274	Grammar
AC9LIT8U03	7243	Italian language
AC9LIT8U03	9366	Metalanguage
AC9LIT8U04	278	Cultural identity
AC9LIT8U04	362	Personal identity
AC9LIT8U04	4611	Cultural interaction
AC9LIT8U04	4661	Cultural diversity
AC9LIT8U04	7243	Italian language
AC9LITF01	1121	Play (Recreation)
AC9LITF01	362	Personal identity
AC9LITF01	6701	Greetings
AC9LITF01	7243	Italian language
AC9LITF01	987	Social relations
AC9LITF02	10037	Educational games
AC9LITF02	15085	Speech sounds
AC9LITF02	15565	Cognates
AC9LITF02	7243	Italian language
AC9LITF02	7447	Modern Latin alphabet
AC9LITF02	9310	Language conventions
AC9LITF03	16883	Italian peoples
AC9LITF03	1962	Cultural awareness
AC9LITF03	278	Cultural identity
AC9LITF03	4611	Cultural interaction
AC9LITF03	7243	Italian language
AC9LJ10C01	1404	Attitudes
AC9LJ10C01	15358	Interjections
AC9LJ10C01	362	Personal identity
AC9LJ10C01	7250	Japanese language
AC9LJ10C01	987	Social relations
AC9LJ10C02	1404	Attitudes
AC9LJ10C02	3017	Planning
AC9LJ10C02	4278	Negotiation
AC9LJ10C02	4279	Problem solving
AC9LJ10C02	7250	Japanese language
AC9LJ10C03	13856	Text purpose
AC9LJ10C03	1656	Data representation
AC9LJ10C03	16928	Evaluating texts
AC9LJ10C03	5991	Texts
AC9LJ10C03	7250	Japanese language
AC9LJ10C04	14151	Translation (Language)
AC9LJ10C04	4103	Nonverbal communication
AC9LJ10C04	4370	Cultural contexts
AC9LJ10C04	4611	Cultural interaction
AC9LJ10C04	7250	Japanese language
AC9LJ10C05	1023	Literary devices
AC9LJ10C05	13856	Text purpose
AC9LJ10C05	3274	Grammar
AC9LJ10C05	4161	Creating texts
AC9LJ10C05	7246	Japanese script
AC9LJ10C05	7250	Japanese language
AC9LJ10EC01	1404	Attitudes
AC9LJ10EC01	15358	Interjections
AC9LJ10EC01	362	Personal identity
AC9LJ10EC01	4411	Conversations
AC9LJ10EC01	7250	Japanese language
AC9LJ10EC01	987	Social relations
AC9LJ10EC02	1404	Attitudes
AC9LJ10EC02	4412	Discussions (Texts)
AC9LJ10EC02	4586	Critical thinking
AC9LJ10EC02	7250	Japanese language
AC9LJ10EC02	8615	Questions (Sentences)
AC9LJ10EC03	1404	Attitudes
AC9LJ10EC03	3017	Planning
AC9LJ10EC03	4278	Negotiation
AC9LJ10EC03	4279	Problem solving
AC9LJ10EC03	7250	Japanese language
AC9LJ10EC04	1656	Data representation
AC9LJ10EC04	16928	Evaluating texts
AC9LJ10EC04	4370	Cultural contexts
AC9LJ10EC04	5991	Texts
AC9LJ10EC04	7250	Japanese language
AC9LJ10EC05	14151	Translation (Language)
AC9LJ10EC05	4103	Nonverbal communication
AC9LJ10EC05	4370	Cultural contexts
AC9LJ10EC05	4611	Cultural interaction
AC9LJ10EC05	7250	Japanese language
AC9LJ10EC06	13856	Text purpose
AC9LJ10EC06	3274	Grammar
AC9LJ10EC06	4161	Creating texts
AC9LJ10EC06	5991	Texts
AC9LJ10EC06	7246	Japanese script
AC9LJ10EC06	7250	Japanese language
AC9LJ10EU01	1161	Spoken texts
AC9LJ10EU01	7250	Japanese language
AC9LJ10EU01	7251	Katakana
AC9LJ10EU01	9315	On readings
AC9LJ10EU01	9334	Kun readings
AC9LJ10EU02	15341	Japanese verb groups
AC9LJ10EU02	3274	Grammar
AC9LJ10EU02	7246	Japanese script
AC9LJ10EU02	7248	Kanji
AC9LJ10EU02	7250	Japanese language
AC9LJ10EU02	9310	Language conventions
AC9LJ10EU03	13075	Loanwords
AC9LJ10EU03	15065	Language modes
AC9LJ10EU03	15097	Language usage
AC9LJ10EU03	7250	Japanese language
AC9LJ10EU03	9366	Metalanguage
AC9LJ10EU04	16884	Japanese peoples
AC9LJ10EU04	278	Cultural identity
AC9LJ10EU04	362	Personal identity
AC9LJ10EU04	4611	Cultural interaction
AC9LJ10U01	1161	Spoken texts
AC9LJ10U01	15085	Speech sounds
AC9LJ10U01	7250	Japanese language
AC9LJ10U01	7251	Katakana
AC9LJ10U01	9315	On readings
AC9LJ10U01	9334	Kun readings
AC9LJ10U02	15341	Japanese verb groups
AC9LJ10U02	3274	Grammar
AC9LJ10U02	3671	Compound characters
AC9LJ10U02	7246	Japanese script
AC9LJ10U02	7250	Japanese language
AC9LJ10U02	9310	Language conventions
AC9LJ10U03	13075	Loanwords
AC9LJ10U03	15065	Language modes
AC9LJ10U03	15097	Language usage
AC9LJ10U03	7250	Japanese language
AC9LJ10U03	9366	Metalanguage
AC9LJ10U04	16884	Japanese peoples
AC9LJ10U04	278	Cultural identity
AC9LJ10U04	362	Personal identity
AC9LJ10U04	4611	Cultural interaction
AC9LJ10U04	7250	Japanese language
AC9LJ2C01	362	Personal identity
AC9LJ2C01	6701	Greetings
AC9LJ2C01	7136	Instructions
AC9LJ2C01	7250	Japanese language
AC9LJ2C01	987	Social relations
AC9LJ2C02	10037	Educational games
AC9LJ2C02	3975	Cooperation
AC9LJ2C02	550	Gestures
AC9LJ2C02	574	Action songs
AC9LJ2C02	7250	Japanese language
AC9LJ2C03	16928	Evaluating texts
AC9LJ2C03	4138	Prospectuses
AC9LJ2C03	550	Gestures
AC9LJ2C03	5991	Texts
AC9LJ2C03	7250	Japanese language
AC9LJ2C04	14151	Translation (Language)
AC9LJ2C04	4370	Cultural contexts
AC9LJ2C04	4611	Cultural interaction
AC9LJ2C04	6701	Greetings
AC9LJ2C04	7250	Japanese language
AC9LJ2C05	15555	Bilingual texts
AC9LJ2C05	4161	Creating texts
AC9LJ2C05	5991	Texts
AC9LJ2C05	7246	Japanese script
AC9LJ2C05	7250	Japanese language
AC9LJ2U01	15085	Speech sounds
AC9LJ2U01	16685	Mora
AC9LJ2U01	7200	Intonation
AC9LJ2U01	7246	Japanese script
AC9LJ2U01	7250	Japanese language
AC9LJ2U01	7251	Katakana
AC9LJ2U02	3274	Grammar
AC9LJ2U02	4158	Sentences (Grammar)
AC9LJ2U02	7246	Japanese script
AC9LJ2U02	7250	Japanese language
